phrase,qb_acctnum,gl_account,confidence,examples
butter balm,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
balm nourishing,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
nourishing body,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
moisturizer rough,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
skin ounces,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
store,205,General & Administrative -:Computer Supplies & Equipment,0.64,11
nnpcbt,135,Inventory Asset:Lab Supplies Inventory,1,11
space,214,General & Administrative -:Office Expense,0.73,11
hands includes,133,Inventory Asset:Compound Ingredient Inventory,1,11
ms821,215,General & Administrative -:Office Supplies,0.91,11
ms822,215,General & Administrative -:Office Supplies,0.91,11
ms826,215,General & Administrative -:Office Supplies,0.91,11
mx721,215,General & Administrative -:Office Supplies,0.91,11
mx722,215,General & Administrative -:Office Supplies,0.91,11
mx822,215,General & Administrative -:Office Supplies,0.91,11
mx826,215,General & Administrative -:Office Supplies,0.91,11
ms822 ms823,215,General & Administrative -:Office Supplies,0.91,11
ms825 ms826,215,General & Administrative -:Office Supplies,0.91,11
ms826 mx721,215,General & Administrative -:Office Supplies,0.91,11
mx721 mx722,215,General & Administrative -:Office Supplies,0.91,11
outdoors,135,Inventory Asset:Lab Supplies Inventory,1,11
masks ply,135,Inventory Asset:Lab Supplies Inventory,1,11
ply breathable,135,Inventory Asset:Lab Supplies Inventory,1,11
breathable mask,135,Inventory Asset:Lab Supplies Inventory,1,11
mask adults,135,Inventory Asset:Lab Supplies Inventory,1,11
vanicream,133,Inventory Asset:Compound Ingredient Inventory,1,11
vanicream moisturizing,133,Inventory Asset:Compound Ingredient Inventory,1,11
moisturizing skin,133,Inventory Asset:Compound Ingredient Inventory,1,11
skin cream,133,Inventory Asset:Compound Ingredient Inventory,1,11
indoor,135,Inventory Asset:Lab Supplies Inventory,0.64,11
hard,205,General & Administrative -:Computer Supplies & Equipment,0.73,11
nicole,258,Sales & Marketing -:Sales & Marketing - Other,1,11
fitzgerald,258,Sales & Marketing -:Sales & Marketing - Other,1,11
nicole fitzgerald,258,Sales & Marketing -:Sales & Marketing - Other,1,11
american,135,Inventory Asset:Lab Supplies Inventory,1,11
american hospital,135,Inventory Asset:Lab Supplies Inventory,1,11
hospital supply,135,Inventory Asset:Lab Supplies Inventory,1,11
supply chemo,135,Inventory Asset:Lab Supplies Inventory,1,11
rated nitrile,135,Inventory Asset:Lab Supplies Inventory,1,11
non slip,135,Inventory Asset:Lab Supplies Inventory,1,11
ender,362,5000.50 Cost of Goods Sold:Research & Development Costs,0.64,11
plate,169,Cost of Goods Sold:Lab Supplies,0.73,11
dessert,169,Cost of Goods Sold:Lab Supplies,0.91,11
stirring dessert,169,Cost of Goods Sold:Lab Supplies,0.91,11
dessert milkshakes,169,Cost of Goods Sold:Lab Supplies,0.91,11
darik,214,General & Administrative -:Office Expense,0.7,10
darik carson,214,General & Administrative -:Office Expense,0.7,10
towel,214,General & Administrative -:Office Expense,0.7,10
garage pantry,214,General & Administrative -:Office Expense,0.8,10
monitor,205,General & Administrative -:Computer Supplies & Equipment,0.8,10
container pour,135,Inventory Asset:Lab Supplies Inventory,0.7,10
advisory,134,Inventory Asset:Compound Packaging Inventory,0.7,10
products usp,134,Inventory Asset:Compound Packaging Inventory,0.7,10
usp caution,134,Inventory Asset:Compound Packaging Inventory,0.7,10
caution hazardous,134,Inventory Asset:Compound Packaging Inventory,0.7,10
hazardous drugs,134,Inventory Asset:Compound Packaging Inventory,0.7,10
drugs warning,134,Inventory Asset:Compound Packaging Inventory,0.7,10
warning labels,134,Inventory Asset:Compound Packaging Inventory,0.7,10
pharmacy advisory,134,Inventory Asset:Compound Packaging Inventory,0.7,10
advisory label,134,Inventory Asset:Compound Packaging Inventory,0.7,10
label made,134,Inventory Asset:Compound Packaging Inventory,0.7,10
square weighing,135,Inventory Asset:Lab Supplies Inventory,0.7,10
straws colorful,169,Cost of Goods Sold:Lab Supplies,0.9,10
colorful long,169,Cost of Goods Sold:Lab Supplies,0.9,10
long milkshake,169,Cost of Goods Sold:Lab Supplies,0.9,10
milkshake straws,169,Cost of Goods Sold:Lab Supplies,0.9,10
protectant,133,Inventory Asset:Compound Ingredient Inventory,1,10
skin protectant,133,Inventory Asset:Compound Ingredient Inventory,1,10
moisturizer dry,133,Inventory Asset:Compound Ingredient Inventory,1,10
face moisturizer,133,Inventory Asset:Compound Ingredient Inventory,1,10
skin body,133,Inventory Asset:Compound Ingredient Inventory,1,10
cream hyaluronic,133,Inventory Asset:Compound Ingredient Inventory,1,10
ceramides daily,133,Inventory Asset:Compound Ingredient Inventory,1,10
daily moisturizer,133,Inventory Asset:Compound Ingredient Inventory,1,10
ounce includes,133,Inventory Asset:Compound Ingredient Inventory,1,10
packing shipping,167,Cost of Goods Sold:Compound Packaging,0.6,10
notes,215,General & Administrative -:Office Supplies,1,10
beverages,135,Inventory Asset:Lab Supplies Inventory,0.7,10
chapped,133,Inventory Asset:Compound Ingredient Inventory,0.7,10
lips,133,Inventory Asset:Compound Ingredient Inventory,0.7,10
chapped lips,133,Inventory Asset:Compound Ingredient Inventory,0.7,10
foil,169,Cost of Goods Sold:Lab Supplies,1,10
ms821 ms822,215,General & Administrative -:Office Supplies,1,10
adults great,135,Inventory Asset:Lab Supplies Inventory,1,10
great outdoors,135,Inventory Asset:Lab Supplies Inventory,1,10
outdoors home,135,Inventory Asset:Lab Supplies Inventory,1,10
circles eye,133,Inventory Asset:Compound Ingredient Inventory,1,10
eye bags,133,Inventory Asset:Compound Ingredient Inventory,1,10
bags wrinkles,133,Inventory Asset:Compound Ingredient Inventory,1,10
thickened,214,General & Administrative -:Office Expense,0.8,10
outlets,205,General & Administrative -:Computer Supplies & Equipment,0.8,10
graduated cylinder,169,Cost of Goods Sold:Lab Supplies,0.9,10
wide,214,General & Administrative -:Office Expense,0.6,10
pos,205,General & Administrative -:Computer Supplies & Equipment,0.9,10
trash,214,General & Administrative -:Office Expense,0.9,10
bin,214,General & Administrative -:Office Expense,0.7,10
blank,134,Inventory Asset:Compound Packaging Inventory,0.8,10
tiffany,258,Sales & Marketing -:Sales & Marketing - Other,0.6,10
mitchell,258,Sales & Marketing -:Sales & Marketing - Other,0.6,10
tiffany mitchell,258,Sales & Marketing -:Sales & Marketing - Other,0.6,10
patch,205,General & Administrative -:Computer Supplies & Equipment,0.8,10
sundae,135,Inventory Asset:Lab Supplies Inventory,0.7,10
tea,135,Inventory Asset:Lab Supplies Inventory,0.7,10
sundae spoons,135,Inventory Asset:Lab Supplies Inventory,0.7,10
milkshakes tea,135,Inventory Asset:Lab Supplies Inventory,0.7,10
tea floats,135,Inventory Asset:Lab Supplies Inventory,0.7,10
tall,135,Inventory Asset:Lab Supplies Inventory,0.7,10
floors,135,Inventory Asset:Lab Supplies Inventory,0.7,10
point,215,General & Administrative -:Office Supplies,0.6,10
cat,205,General & Administrative -:Computer Supplies & Equipment,0.8,10
lab use,135,Inventory Asset:Lab Supplies Inventory,0.89,9
cerave moisturizing,133,Inventory Asset:Compound Ingredient Inventory,1,9
cream body,133,Inventory Asset:Compound Ingredient Inventory,1,9
body face,133,Inventory Asset:Compound Ingredient Inventory,1,9
body cream,133,Inventory Asset:Compound Ingredient Inventory,1,9
moisturizer oil,133,Inventory Asset:Compound Ingredient Inventory,1,9
oil fragrance,133,Inventory Asset:Compound Ingredient Inventory,1,9
comedogenic ounce,133,Inventory Asset:Compound Ingredient Inventory,1,9
shiping,167,Cost of Goods Sold:Compound Packaging,0.67,9
package,167,Cost of Goods Sold:Compound Packaging,0.67,9
designed,167,Cost of Goods Sold:Compound Packaging,0.67,9
mailing,167,Cost of Goods Sold:Compound Packaging,0.67,9
tape dispenser,167,Cost of Goods Sold:Compound Packaging,0.67,9
dispenser rolls,167,Cost of Goods Sold:Compound Packaging,0.67,9
rolls shiping,167,Cost of Goods Sold:Compound Packaging,0.67,9
shiping package,167,Cost of Goods Sold:Compound Packaging,0.67,9
package tape,167,Cost of Goods Sold:Compound Packaging,0.67,9
tape core,167,Cost of Goods Sold:Compound Packaging,0.67,9
core designed,167,Cost of Goods Sold:Compound Packaging,0.67,9
designed packing,167,Cost of Goods Sold:Compound Packaging,0.67,9
shipping mailing,167,Cost of Goods Sold:Compound Packaging,0.67,9
protects,135,Inventory Asset:Lab Supplies Inventory,0.67,9
multi surface,214,General & Administrative -:Office Expense,1,9
baby,133,Inventory Asset:Compound Ingredient Inventory,0.78,9
body skin,133,Inventory Asset:Compound Ingredient Inventory,1,9
pages,215,General & Administrative -:Office Supplies,0.89,9
note pads,215,General & Administrative -:Office Supplies,1,9
wetjet,214,General & Administrative -:Office Expense,1,9
spray mop,214,General & Administrative -:Office Expense,1,9
ideal,215,General & Administrative -:Office Supplies,0.78,9
dorm,215,General & Administrative -:Office Supplies,0.67,9
collection,215,General & Administrative -:Office Supplies,0.78,9
aquaphor lip,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
lip repair,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
repair ointment,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
ointment long,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
lasting moisture,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
moisture soothe,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
soothe dry,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
dry chapped,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
lips tube,133,Inventory Asset:Compound Ingredient Inventory,0.67,9
epoxy mini,135,Inventory Asset:Lab Supplies Inventory,0.78,9
mini sample,135,Inventory Asset:Lab Supplies Inventory,0.78,9
sample containers,135,Inventory Asset:Lab Supplies Inventory,0.78,9
containers pour,135,Inventory Asset:Lab Supplies Inventory,0.78,9
unit,212,General & Administrative -:Non-Capital Furniture,0.67,9
mac,205,General & Administrative -:Computer Supplies & Equipment,0.78,9
logitech,205,General & Administrative -:Computer Supplies & Equipment,1,9
zip,214,General & Administrative -:Office Expense,0.67,9
resealable,214,General & Administrative -:Office Expense,0.67,9
ms824,215,General & Administrative -:Office Supplies,1,9
mx725,215,General & Administrative -:Office Supplies,1,9
mx824,215,General & Administrative -:Office Supplies,1,9
ms725,215,General & Administrative -:Office Supplies,1,9
laser,215,General & Administrative -:Office Supplies,1,9
ms823 ms824,215,General & Administrative -:Office Supplies,1,9
ms824 ms825,215,General & Administrative -:Office Supplies,1,9
mx722 mx725,215,General & Administrative -:Office Supplies,1,9
mx725 mx822,215,General & Administrative -:Office Supplies,1,9
mx822 mx824,215,General & Administrative -:Office Supplies,1,9
mx824 mx826,215,General & Administrative -:Office Supplies,1,9
laser printer,215,General & Administrative -:Office Supplies,1,9
nnpcbt color,135,Inventory Asset:Lab Supplies Inventory,1,9
color face,135,Inventory Asset:Lab Supplies Inventory,1,9
offices,135,Inventory Asset:Lab Supplies Inventory,0.89,9
door,215,General & Administrative -:Office Supplies,0.67,9
direct,134,Inventory Asset:Compound Packaging Inventory,0.89,9
labels rolls,134,Inventory Asset:Compound Packaging Inventory,1,9
scanner,205,General & Administrative -:Computer Supplies & Equipment,1,9
warehouse,205,General & Administrative -:Computer Supplies & Equipment,0.67,9
stackable bins,214,General & Administrative -:Office Expense,0.89,9
gaming,205,General & Administrative -:Computer Supplies & Equipment,0.78,9
levenis,135,Inventory Asset:Lab Supplies Inventory,0.89,9
comfortable,135,Inventory Asset:Lab Supplies Inventory,0.89,9
levenis kn95,135,Inventory Asset:Lab Supplies Inventory,0.89,9
kn95 face,135,Inventory Asset:Lab Supplies Inventory,0.89,9
masks breathable,135,Inventory Asset:Lab Supplies Inventory,0.89,9
breathable comfortable,135,Inventory Asset:Lab Supplies Inventory,0.89,9
comfortable kn95,135,Inventory Asset:Lab Supplies Inventory,0.89,9
kn95 mask,135,Inventory Asset:Lab Supplies Inventory,0.89,9
wireless keyboard,205,General & Administrative -:Computer Supplies & Equipment,0.89,9
romooa,135,Inventory Asset:Lab Supplies Inventory,0.78,9
utensils,135,Inventory Asset:Lab Supplies Inventory,0.78,9
cocktails,135,Inventory Asset:Lab Supplies Inventory,0.78,9
iced,135,Inventory Asset:Lab Supplies Inventory,0.78,9
romooa sundae,135,Inventory Asset:Lab Supplies Inventory,0.78,9
spoons utensils,135,Inventory Asset:Lab Supplies Inventory,0.78,9
utensils ice,135,Inventory Asset:Lab Supplies Inventory,0.78,9
handle milkshakes,135,Inventory Asset:Lab Supplies Inventory,0.78,9
floats stirring,135,Inventory Asset:Lab Supplies Inventory,0.78,9
stirring cocktails,135,Inventory Asset:Lab Supplies Inventory,0.78,9
cocktails tall,135,Inventory Asset:Lab Supplies Inventory,0.78,9
tall iced,135,Inventory Asset:Lab Supplies Inventory,0.78,9
iced beverages,135,Inventory Asset:Lab Supplies Inventory,0.78,9
scotch,137,Inventory Asset:Shipping Packaging Material Inventory,0.67,9
sms,135,Inventory Asset:Lab Supplies Inventory,0.89,9
unisex,135,Inventory Asset:Lab Supplies Inventory,0.89,9
booties,135,Inventory Asset:Lab Supplies Inventory,1,9
men women,135,Inventory Asset:Lab Supplies Inventory,0.89,9
pipette,135,Inventory Asset:Lab Supplies Inventory,0.67,9
pipette tips,135,Inventory Asset:Lab Supplies Inventory,0.67,9
front,214,General & Administrative -:Office Expense,0.89,9
nuts,176,Cost of Goods Sold:Research & Development Costs,0.89,9
file,214,General & Administrative -:Office Expense,0.88,8
paper towel,214,General & Administrative -:Office Expense,0.63,8
liquids,169,Cost of Goods Sold:Lab Supplies,0.63,8
graduation,169,Cost of Goods Sold:Lab Supplies,1,8
wrapped includes,135,Inventory Asset:Lab Supplies Inventory,1,8
cetaphil,133,Inventory Asset:Compound Ingredient Inventory,1,8
greasy,133,Inventory Asset:Compound Ingredient Inventory,1,8
cetaphil face,133,Inventory Asset:Compound Ingredient Inventory,1,8
non greasy,133,Inventory Asset:Compound Ingredient Inventory,1,8
petrolatum,133,Inventory Asset:Compound Ingredient Inventory,1,8
refill,214,General & Administrative -:Office Expense,0.88,8
swiffer wetjet,214,General & Administrative -:Office Expense,1,8
post,215,General & Administrative -:Office Supplies,1,8
your,215,General & Administrative -:Office Supplies,0.75,8
sticky notes,215,General & Administrative -:Office Supplies,1,8
pans,135,Inventory Asset:Lab Supplies Inventory,0.75,8
digital,169,Cost of Goods Sold:Lab Supplies,0.63,8
hanging,214,General & Administrative -:Office Expense,0.63,8
quart,169,Cost of Goods Sold:Lab Supplies,0.63,8
accessory,169,Cost of Goods Sold:Lab Supplies,0.63,8
storage bags,214,General & Administrative -:Office Expense,0.88,8
aluminum foil,169,Cost of Goods Sold:Lab Supplies,1,8
band,135,Inventory Asset:Lab Supplies Inventory,0.75,8
pain,214,General & Administrative -:Office Expense,0.75,8
empty lip,134,Inventory Asset:Compound Packaging Inventory,0.88,8
globalvue,215,General & Administrative -:Office Supplies,1,8
cartridges,215,General & Administrative -:Office Supplies,1,8
globalvue 58d1h00,215,General & Administrative -:Office Supplies,1,8
58d1h00 58d1h0e,215,General & Administrative -:Office Supplies,1,8
toner cartridges,215,General & Administrative -:Office Supplies,1,8
cartridges chip,215,General & Administrative -:Office Supplies,1,8
lexmark 58d1h0e,215,General & Administrative -:Office Supplies,1,8
58d1h0e 58d1h00,215,General & Administrative -:Office Supplies,1,8
58d1h00 toner,215,General & Administrative -:Office Supplies,1,8
toner ms821,215,General & Administrative -:Office Supplies,1,8
mx826 ms725,215,General & Administrative -:Office Supplies,1,8
ms725 laser,215,General & Administrative -:Office Supplies,1,8
candle,133,Inventory Asset:Compound Ingredient Inventory,0.88,8
syringe,134,Inventory Asset:Compound Packaging Inventory,1,8
fabric,135,Inventory Asset:Lab Supplies Inventory,0.88,8
scent,214,General & Administrative -:Office Expense,0.88,8
spatulas,169,Cost of Goods Sold:Lab Supplies,0.88,8
baking,169,Cost of Goods Sold:Lab Supplies,0.88,8
serial,205,General & Administrative -:Computer Supplies & Equipment,1,8
stackable storage,214,General & Administrative -:Office Expense,1,8
tablet,205,General & Administrative -:Computer Supplies & Equipment,0.88,8
magnet,169,Cost of Goods Sold:Lab Supplies,0.63,8
markers,215,General & Administrative -:Office Supplies,0.75,8
enko,134,Inventory Asset:Compound Packaging Inventory,1,8
turbo,134,Inventory Asset:Compound Packaging Inventory,1,8
enko compatible,134,Inventory Asset:Compound Packaging Inventory,1,8
dymo labels,134,Inventory Asset:Compound Packaging Inventory,1,8
labels label,134,Inventory Asset:Compound Packaging Inventory,1,8
label dymo,134,Inventory Asset:Compound Packaging Inventory,1,8
labelwriter turbo,134,Inventory Asset:Compound Packaging Inventory,1,8
turbo printer,134,Inventory Asset:Compound Packaging Inventory,1,8
printer 4xl,134,Inventory Asset:Compound Packaging Inventory,1,8
4xl blank,134,Inventory Asset:Compound Packaging Inventory,1,8
blank direct,134,Inventory Asset:Compound Packaging Inventory,1,8
direct thermal,134,Inventory Asset:Compound Packaging Inventory,1,8
thermal address,134,Inventory Asset:Compound Packaging Inventory,1,8
address shipping,134,Inventory Asset:Compound Packaging Inventory,1,8
shipping barcode,134,Inventory Asset:Compound Packaging Inventory,1,8
system,205,General & Administrative -:Computer Supplies & Equipment,0.75,8
healthcare,135,Inventory Asset:Lab Supplies Inventory,0.88,8
code,205,General & Administrative -:Computer Supplies & Equipment,1,8
sign,214,General & Administrative -:Office Expense,0.88,8
sharpie,215,General & Administrative -:Office Supplies,0.63,8
mic,205,General & Administrative -:Computer Supplies & Equipment,1,8
dealmed,135,Inventory Asset:Lab Supplies Inventory,1,8
gown,135,Inventory Asset:Lab Supplies Inventory,1,8
hospitals,135,Inventory Asset:Lab Supplies Inventory,1,8
facilities,135,Inventory Asset:Lab Supplies Inventory,1,8
physicians,135,Inventory Asset:Lab Supplies Inventory,1,8
dealmed yellow,135,Inventory Asset:Lab Supplies Inventory,1,8
yellow isolation,135,Inventory Asset:Lab Supplies Inventory,1,8
isolation gown,135,Inventory Asset:Lab Supplies Inventory,1,8
gown medical,135,Inventory Asset:Lab Supplies Inventory,1,8
gowns latex,135,Inventory Asset:Lab Supplies Inventory,1,8
latex perfect,135,Inventory Asset:Lab Supplies Inventory,1,8
perfect hospitals,135,Inventory Asset:Lab Supplies Inventory,1,8
hospitals medical,135,Inventory Asset:Lab Supplies Inventory,1,8
medical facilities,135,Inventory Asset:Lab Supplies Inventory,1,8
facilities physicians,135,Inventory Asset:Lab Supplies Inventory,1,8
physicians offices,135,Inventory Asset:Lab Supplies Inventory,1,8
offices case,135,Inventory Asset:Lab Supplies Inventory,1,8
pens,215,General & Administrative -:Office Supplies,0.63,8
level,135,Inventory Asset:Lab Supplies Inventory,1,8
tie,135,Inventory Asset:Lab Supplies Inventory,1,8
material,135,Inventory Asset:Lab Supplies Inventory,0.88,8
cuffs,135,Inventory Asset:Lab Supplies Inventory,1,8
double tie,135,Inventory Asset:Lab Supplies Inventory,1,8
port,205,General & Administrative -:Computer Supplies & Equipment,0.88,8
beaker borosilicate,169,Cost of Goods Sold:Lab Supplies,1,8
polypropylene bouffant,135,Inventory Asset:Lab Supplies Inventory,0.63,8
textured,135,Inventory Asset:Lab Supplies Inventory,0.88,8
foam,205,General & Administrative -:Computer Supplies & Equipment,1,8
plated,205,General & Administrative -:Computer Supplies & Equipment,0.71,7
class,169,Cost of Goods Sold:Lab Supplies,0.71,7
envelopes,137,Inventory Asset:Shipping Packaging Material Inventory,0.71,7
self seal,137,Inventory Asset:Shipping Packaging Material Inventory,0.71,7
waterproof shipping,137,Inventory Asset:Shipping Packaging Material Inventory,0.71,7
electrical tape,135,Inventory Asset:Lab Supplies Inventory,1,7
mailing includes,167,Cost of Goods Sold:Compound Packaging,0.71,7
relief,133,Inventory Asset:Compound Ingredient Inventory,1,7
gentle,133,Inventory Asset:Compound Ingredient Inventory,1,7
yichita,135,Inventory Asset:Lab Supplies Inventory,1,7
yichita n95,135,Inventory Asset:Lab Supplies Inventory,1,7
very,133,Inventory Asset:Compound Ingredient Inventory,1,7
moisturizer hydrating,133,Inventory Asset:Compound Ingredient Inventory,1,7
hydrating moisturizing,133,Inventory Asset:Compound Ingredient Inventory,1,7
cream dry,133,Inventory Asset:Compound Ingredient Inventory,1,7
dry very,133,Inventory Asset:Compound Ingredient Inventory,1,7
very dry,133,Inventory Asset:Compound Ingredient Inventory,1,7
dry sensitive,133,Inventory Asset:Compound Ingredient Inventory,1,7
comedogenic non,133,Inventory Asset:Compound Ingredient Inventory,1,7
greasy includes,133,Inventory Asset:Compound Ingredient Inventory,1,7
barrier,133,Inventory Asset:Compound Ingredient Inventory,1,7
chafed,133,Inventory Asset:Compound Ingredient Inventory,1,7
lanolin,133,Inventory Asset:Compound Ingredient Inventory,1,7
cerave healing,133,Inventory Asset:Compound Ingredient Inventory,1,7
ointment hydrating,133,Inventory Asset:Compound Ingredient Inventory,1,7
hydrating skin,133,Inventory Asset:Compound Ingredient Inventory,1,7
protectant petrolatum,133,Inventory Asset:Compound Ingredient Inventory,1,7
petrolatum hyaluronic,133,Inventory Asset:Compound Ingredient Inventory,1,7
ceramides face,133,Inventory Asset:Compound Ingredient Inventory,1,7
skin barrier,133,Inventory Asset:Compound Ingredient Inventory,1,7
barrier repair,133,Inventory Asset:Compound Ingredient Inventory,1,7
repair cracked,133,Inventory Asset:Compound Ingredient Inventory,1,7
cracked chafed,133,Inventory Asset:Compound Ingredient Inventory,1,7
chafed dry,133,Inventory Asset:Compound Ingredient Inventory,1,7
fragrance lanolin,133,Inventory Asset:Compound Ingredient Inventory,1,7
mop pad,214,General & Administrative -:Office Expense,1,7
paper coffee,214,General & Administrative -:Office Expense,1,7
hot cold,214,General & Administrative -:Office Expense,1,7
paper cups,214,General & Administrative -:Office Expense,1,7
sticking,215,General & Administrative -:Office Supplies,1,7
supernova,215,General & Administrative -:Office Supplies,1,7
neons,215,General & Administrative -:Office Supplies,1,7
post super,215,General & Administrative -:Office Supplies,1,7
super sticky,215,General & Administrative -:Office Supplies,1,7
